frame,score
frame_000833.png,1.595698
frame_000834.png,1.363266
frame_000835.png,1.384481
frame_000836.png,1.393611
frame_000837.png,1.406238
frame_000838.png,1.337243
frame_000839.png,1.401192
frame_000840.png,1.477278
frame_000841.png,1.517708
frame_000842.png,1.339730
frame_000843.png,1.418887
frame_000844.png,1.442459
frame_000845.png,1.461902
frame_000846.png,1.395779
frame_000847.png,1.484261
frame_000848.png,1.511171
frame_000849.png,1.535791
frame_000850.png,1.475623
frame_000851.png,1.517749
frame_000852.png,1.518615
frame_000853.png,1.586030
frame_000854.png,1.505660
frame_000855.png,1.567259
frame_000856.png,1.578374
frame_000857.png,1.637143
frame_000858.png,1.568472
frame_000859.png,1.620901
frame_000860.png,1.665679
frame_000861.png,1.691466
frame_000862.png,1.586481
frame_000863.png,1.661140
frame_000864.png,1.668044
frame_000865.png,2.003482
frame_000866.png,1.951383
frame_000867.png,1.699363
frame_000868.png,1.695262
frame_000869.png,1.710785
frame_000870.png,1.599144
frame_000871.png,1.631746
frame_000872.png,1.622650
frame_000873.png,1.640756
frame_000874.png,1.583077
frame_000875.png,1.616750
frame_000876.png,1.620947
frame_000877.png,1.658154
frame_000878.png,1.564904
frame_000879.png,1.587353
frame_000880.png,1.605368
frame_000881.png,1.623779
frame_000882.png,1.503995
frame_000883.png,2.221827
frame_000884.png,2.264641
frame_000885.png,1.598075
frame_000886.png,1.539655
frame_000887.png,1.530544
frame_000888.png,1.514655
frame_000889.png,1.507905
frame_000890.png,2.702234
frame_000891.png,2.802270
frame_000892.png,1.498169
frame_000893.png,1.502076
frame_000894.png,1.449917
frame_000895.png,1.481603
frame_000896.png,1.506331
frame_000897.png,1.521861
frame_000898.png,1.440586
frame_000899.png,1.509944
frame_000900.png,1.514063
frame_000901.png,1.553675
frame_000902.png,2.924871
frame_000903.png,0.000000
frame_000904.png,1.531470
frame_000905.png,1.563119
frame_000906.png,1.528789
frame_000907.png,1.578220
frame_000908.png,1.558764
frame_000909.png,1.576825
frame_000910.png,1.532259
frame_000911.png,1.607843
frame_000912.png,1.585152
frame_000913.png,1.627934
frame_000914.png,1.534950
frame_000915.png,1.583324
frame_000916.png,1.580939
frame_000917.png,1.646983
frame_000918.png,1.557413
frame_000919.png,1.631429
frame_000920.png,1.631561
frame_000921.png,1.664738
frame_000922.png,1.564975
frame_000923.png,1.684226
frame_000924.png,1.688974
frame_000925.png,1.743771
frame_000926.png,1.670598
frame_000927.png,1.802679
frame_000928.png,1.835239
frame_000929.png,1.882980
frame_000930.png,1.787838
frame_000931.png,1.917508
frame_000932.png,1.917525
frame_000933.png,1.937375
frame_000934.png,1.868958
frame_000935.png,1.986933
frame_000936.png,1.976914
frame_000937.png,2.044028
frame_000938.png,1.964007
frame_000939.png,2.077922
frame_000940.png,2.112047
frame_000941.png,2.166960
frame_000942.png,2.039491
frame_000943.png,2.114329
frame_000944.png,2.096929
frame_000945.png,2.089863
frame_000946.png,2.014620
frame_000947.png,2.058993
